Answer ID,Question ID,Question Title,content,Language,Status,Is Verified,User Fullname,User Username,User Title,User Reputation,User External ID,Group Id,Group Name,Group Slug,Views Count,Comments Count,Upvotes Count,Downvotes Count,Edits Count,Reasks Count,Creation Date,Update Date
60dd6d56e5471bbc19583e78,60dc2a52d41e05825a430ca1,Bir anket yapayım dedim. Birini seçmek zorunda kalsanız hangisi? ,,,published,false,mavi,mavi,,4177,,,,,0,0,0,0,1,0,2021-07-01T07:23:02Z,2021-07-01T07:23:02Z
60dd6217d9b4830fef483170,60dc2a52d41e05825a430ca1,Bir anket yapayım dedim. Birini seçmek zorunda kalsanız hangisi? ,,,published,false,üvey shulman,uvey_shulman_kardes, ,787,,,,,0,0,0,0,1,0,2021-07-01T06:35:03Z,2021-07-01T12:26:40Z
60dcd4f0f593b4006eacd9a0,60dc2a52d41e05825a430ca1,Bir anket yapayım dedim. Birini seçmek zorunda kalsanız hangisi? ,,,published,false,Marching on Versailles,marching_on_versailles,,240,,,,,0,0,0,0,1,0,2021-06-30T20:32:48Z,2021-06-30T20:32:48Z
60dccec2f593b4bd0dacd86a,60dc2a52d41e05825a430ca1,Bir anket yapayım dedim. Birini seçmek zorunda kalsanız hangisi? ,,,published,false,Ertunç Şenel,sirchanelle,Bassist,1510,,,,,0,0,0,0,1,0,2021-06-30T20:06:26Z,2021-06-30T20:06:26Z
60dc5dd8439ad2f748753984,60dc2a52d41e05825a430ca1,Bir anket yapayım dedim. Birini seçmek zorunda kalsanız hangisi? ,<p>Birbirinden güzel gruplar. Ben yine melodi ölçeğinde bakıp bildiğim kadarıyla Eloy'un bir şarkısını döngüye almıştım. O yüzden onu seçtim.</p>,tr,published,false,Rock Tribe,rocktribeso, ,7310,,,,,9,1,1,0,2,0,2021-06-30T12:04:40Z,2021-09-28T03:07:33Z
60d8c89c54c6b5d8bd06594e,60d8767508079609bc5d767d,"Gözlerinde inanç görüyorum
Cesaret kırıcı yalanları...
Haykırışlarındaki inancı işitiyorum
Söz bozuldu...",,,draft,false,Sek,sek,BaRocka İnsanı,395,,,,,0,0,0,0,0,0,2021-06-27T18:51:08Z,2021-06-27T18:51:08Z
60d876a32da94a55d66bb9eb,60d8767508079609bc5d767d,"Gözlerinde inanç görüyorum
Cesaret kırıcı yalanları...
Haykırışlarındaki inancı işitiyorum
Söz bozuldu...","<p>Metallica - The God That Failed şarkısından bir kesit. Şarkı dün akşam <a class=""user-mention"" data-user-id=""6078001aa24991a09014a5f4"" href=""https://rock.tribe.so/user/mezzopotamalus"">@mezzopotamalus</a>'un yayınında çaldı. Üzerine güzel sorular ve anlatımlar da olunca şarkının sözlerini buraya da ekleyeyim dedim. Bu, Metallica'dan ikinci şarkı sözü alıntısı...</p><p>Şarkı James Hetfield'in kanser hastası annesi için yazılmış deniyor. Kendisi koyu dindar biriymiş. Tedavi olmayı reddetmiş ve vefat etmiş.</p><p>Şimdi aramızda hekim arkadaşlar da var. Onları kızdıracak bir şey de söylemek istemiyorum ama örneğin ölümcül hastalıklarda insanların yaşama umutlarını da kullanarak hastaların öleceğini bile bile tedavi uygulanıyor diye düşünmekteyim. Bu genel bir sağlık sistemi eleştirisi gibi. Tabii kimse yüzde yüz bilemez ya da son dönemlerde daha az acı çeksin diye düşünülebilinir, bilemiyorum.</p><p>Eninde sonunda yolumuz hastanelere düşeceği için o kadar da büyük konuşmamak lazım belki. Tabii yine de tedavi olmama hakkı ya da yaşamın bu kadar kutsallaştırılıp geri kalan tüm doğruların tamamen buna odaklanarak belirlenmesi gibi uç durumlara (sorulara) da o kadar kapalı olmamak gerek.</p><p>Ve tabii inanç meselesi var. Tüm bu süreci bir inanç olarak kabul edip ona uygun yaşamak da mümkün. Dini anlayışı tedaviyi kabul etmemesi de büyük bir olay ama bunun tersi bilim her şeyi bilir olayına da çok katılamıyorum. Zaten bilim her şeyi bilemeyeceğini biliyor.</p><p>Buradaki ince çizgi çok sıkıntılı bir yerde. Birden her şey inanç haline gelebiliyor. Düşüncelerimize temel aldığımız noktaya  göre her şey değişiyor. </p><p>Başarısız olan Tanrıyı takip et, izinden git şeklindeki şarkı ismi de bir anlamda bunu anlatıyor. Tabii <a class=""user-mention"" data-user-id=""6078001aa24991a09014a5f4"" href=""https://rock.tribe.so/user/mezzopotamalus"">@mezzopotamalus</a> yayında güzel bir soru sordu. Mesela Tanrı fizik kuralları ile bağlı mıdır? Biz öyle olduğunu gözlemliyoruz ama bu gerçekten böyle mi?</p><p>Tanrı inancı mevzularının sonu yok elbette. Ben kendi hesabıma inanma eylemini aklın bir formu olarak görme eğilimindeyim. Onları bile bütünleştirmeye çalışıyorum. Toptan her şeyi reddetmenin de aslında koyu bir inanç olma ihtimali var ama az önce de bahsettiğim gibi tüm bu inanç-akıl denklemindeki mekanizmanın belirlenmiş bir tarafı yok. Zaten olsaydı tartışmaya  bile gerek kalmazdı. Ya da şöyle diyeyim aklın bir konuyu netleştirmesi gibi inancın netleştirmesini bekleyemeyiz. Farklı mekanizmaları olan iki durumdan bahsediyoruz. Bir gün her şey aklın netleştirdiği şekilde açıklanacak mı? İşte bunun mümkün olmadığını, bunun hem akla hem de ""bildiğimiz"" evrene ters olduğunu düşünüyorum. Çünkü ne kadar ölçersek ölçelim o kesinliğe bir türlü ulaşamıyoruz.</p><p> </p>",tr,published,false,Rock Tribe,rocktribeso, ,7310,,,,,12,4,2,0,1,0,2021-06-27T13:01:23Z,2021-10-29T07:43:17Z
60d42ceb158a51a66754a604,60cb430ecd2a5f6ff0128dc1,"Karanlık bir odada
Tanrı inancının etkisinin dışında
Kırgın ve yaralı yalanlar
Aldatılmış aşktan kalan...","<p>Çeviriye ya da grubun ne demek istediğine takılmadan ben kendi yorumumu yapayım.</p><p>Tanrı inancı burada insanı karanlık odalardan aydınlığa taşıyan bir araca ya da belki Güneş benzeri bir yapıya benzetilmiş. Tanrı inancı dışındaki karanlık odada ise insanların hayal kırıklıkları, üzüntüleri ve ölümlü bedenle sonsuzluğa taşmak isteyen zihnin trajik birleşmesinden öte hiçbir şey yok sanki.</p><p>Ve keza benim gözümde de olay tam olarak böyle. İnançsız bir insan düşünemiyorum; Tanrıya inanmadığını söyleyen bir insan dahi bir şeylere inanmak zorunda eninde ve de sonunda. İnancım yok dese de zihninin kapalı kapılarının ardında tanrı yerine koyduğu bir şeylere, birilerine inandığını göreceksiniz. Fakat inandığımız şey ölümlü olduğu sürece ve kader de bizi terk ettiğinde -ki yapısı gereği son kertede herkesi terk eder- ölümsüzlük düşüncesi dışında bizim aklı selim kalmamızı sağlayan hiçbir düşünce sistemi yoktur.</p><p>Ölümün var olduğunu biliriz de bize geleceğinden emin olamayız. Ölüm bizim başımıza gelmesi için o kadar uzak bir ihtimaldir ki ölümsüzlüğü ölümlü hayatımızda yaşar gibi oluruz. Ölünce toprak olarak gideceğimizi herkes bilir de kimse inanmaz o toprağa kendisinin de gömüleceğini; inkar edin ""hayır ben öleceğimi biliyorum"" deyin, fark etmez hiç, hepimiz çok uzağızdır ölümün silik hayaletine.</p><p>Epikürcü bir yaklaşım da beni kurtarmıyor bu noktada. ""Öldükten sonra ben yokum"" düşüncesi de zihnin bir yerlere, bir şeylere, ötelere uzanma isteği ile örtüşmüyor. Ve dünyanın tüm hazları bir yere kadar, Seneca'nın dediği gibi tarlalarda oraya buraya dağılmış kırmızı gelincikler gibi bir bakmışsın var, bir bakmışsın yok.</p><p>Tanrı var, yok olsaydı ölümsüzlüğün peşinde koşmazdı hiç kimse. Herkes geriye kendinden bir şeyler bırakmak istiyor bu dünyaya, çocuk, kitap, müzik, şiir, resim, heykel, para, şan, şöhret. Tanınma isteği de ölümsüzlük isteği esasen. </p><p>Kahraman olmak ister insan, çeşme yapar, okul yapar üstünde ismi yazılıdır. Çeşme kalır, okul kalır, insan gider ve ölümsüzlüğü ucundan bucağından yakalamış olur böylece insan.</p><p>Zihnin kendisinin ulaşmak istediği gölgeler, sadece adı ile var olan fakat tanınmayan kavramlar sayesindedir ki insan bu dünyada yaşayabiliyor. Gerçekten öylesine yaşadığına inansan yaşamak ister miydin ki?</p><p>Ölümlü olmanın nedenidir ölümsüzlüktür ve Tanrı ölümsüzdür.</p><p>Karanlık odalardan içeriye sızan ışıktır bizim biraz daha rahat nefes alabilmemizi sağlayan aksi takdirde bunca şeyin boşluğu karşısında nutkum tutuluyor bazen.</p><p>Karanlıktan/dünyadan çıkma ihtimalidir beni/bizleri hayata bağlayan ve ölüm ölümsüzlüğün ta kendisidir.</p><p> </p>",tr,published,false,mavi,mavi,,4177,,,,,4,1,2,0,1,0,2021-06-24T06:57:47Z,2021-08-12T18:10:23Z
60cb436a3d67a559f09a93b8,60cb430ecd2a5f6ff0128dc1,"Karanlık bir odada
Tanrı inancının etkisinin dışında
Kırgın ve yaralı yalanlar
Aldatılmış aşktan kalan...","<p>Skid Row gecesinden sonra biraz şarkı sözlerine bakayım dedim. ""In A Darkened Room"" şarkısının girişini ekledim. ""Tanrı inancının etkisinin dışında"" kısmı tam doğru çeviri olmayabilir. Ben biraz oraya takıldım. Aşk acılı şarkılar, yoğun duygular var.</p><p>Fazladan üzülünce işler Tanrı inancına da geliyor. Bu bağlantıyı çeşitli formlarında görüyoruz. Bazen daha sıkı sarılmaya neden oluyor, bazen tam tersi etki yaratıyor. İnsan hayatının temellerine etki eden her şeyin ""Tanrısal"" bir sonucu olması ya da bağlantısı olması bana hep ilginç geliyor. Hani şöyle de diyebiliriz, yerdeki canlılarız ama gözümüz (etkileşimimiz) göklerde...</p>",tr,published,false,Rock Tribe,rocktribeso, ,7310,,,,,5,0,3,0,1,0,2021-06-17T12:43:22Z,2021-07-11T10:58:15Z
60bfcec82c0d3cfa9f1adfab,60bf48488165fa87a626d8b0,"DJ dinlemediği şarkıları dinletmez düşüncesiyle çıktığım bu yolda, kendi ilgi alanımdaki tarzlara ağırlık veriyorum. Peki siz hangi tarzları çalmamı ve bunlardan bahsetmemi isterdiniz?",,,published,false,Ecem Kılınç,rarebird,Rare Bird,1184,,60aada422fccad9c2f19bcaa,📻 Something Special,something-special,0,0,0,0,1,0,2021-06-08T20:10:48Z,2021-06-08T20:10:48Z
60bfcd052349e04fc2163f58,60bf46c7b6068841a05d1105,Cumartesi gecesi yaptığım yayınlarda modu düşürmemek ve dikkati dağıtmamak adına genel olarak yüksek moddan gidiyorum. Pub atmosferi vermeye çalışıyorum. Çaldığım şarkıların modu hakkında ne düşünüyorsunuz?,,,published,false,Ecem Kılınç,rarebird,Rare Bird,1184,,60aada422fccad9c2f19bcaa,📻 Something Special,something-special,0,0,0,0,1,0,2021-06-08T20:03:17Z,2021-06-08T20:03:17Z
60bf8815be7fa263319d96b7,60bf46c7b6068841a05d1105,Cumartesi gecesi yaptığım yayınlarda modu düşürmemek ve dikkati dağıtmamak adına genel olarak yüksek moddan gidiyorum. Pub atmosferi vermeye çalışıyorum. Çaldığım şarkıların modu hakkında ne düşünüyorsunuz?,,,published,false,Sek,sek,BaRocka İnsanı,395,,60aada422fccad9c2f19bcaa,📻 Something Special,something-special,0,0,0,0,1,0,2021-06-08T15:09:09Z,2021-06-08T15:09:09Z
60bf87d7d5cc888e1906d8a2,60bf48488165fa87a626d8b0,"DJ dinlemediği şarkıları dinletmez düşüncesiyle çıktığım bu yolda, kendi ilgi alanımdaki tarzlara ağırlık veriyorum. Peki siz hangi tarzları çalmamı ve bunlardan bahsetmemi isterdiniz?",,,published,false,Sek,sek,BaRocka İnsanı,395,,60aada422fccad9c2f19bcaa,📻 Something Special,something-special,0,0,0,0,1,0,2021-06-08T15:08:07Z,2021-06-08T15:08:07Z
60bf6141fe525965e481af80,60bf46c7b6068841a05d1105,Cumartesi gecesi yaptığım yayınlarda modu düşürmemek ve dikkati dağıtmamak adına genel olarak yüksek moddan gidiyorum. Pub atmosferi vermeye çalışıyorum. Çaldığım şarkıların modu hakkında ne düşünüyorsunuz?,,,published,false,Rock Tribe,rocktribeso, ,7310,,60aada422fccad9c2f19bcaa,📻 Something Special,something-special,0,0,0,0,1,0,2021-06-08T12:23:29Z,2021-06-08T12:23:29Z
60bf605cb076d25d3a9c7533,60bf48488165fa87a626d8b0,"DJ dinlemediği şarkıları dinletmez düşüncesiyle çıktığım bu yolda, kendi ilgi alanımdaki tarzlara ağırlık veriyorum. Peki siz hangi tarzları çalmamı ve bunlardan bahsetmemi isterdiniz?",<p>Bildiğin yol en iyisi olabilir tabii arada istek şarkı kıvamında ya da sohbetteki duruma göre listelere ekleme de olabilir.</p>,tr,published,false,Rock Tribe,rocktribeso, ,7310,,60aada422fccad9c2f19bcaa,📻 Something Special,something-special,2,0,1,0,2,0,2021-06-08T12:19:40Z,2021-06-18T19:27:07Z
60bf56a9fa3f194b3189f887,60bf48488165fa87a626d8b0,"DJ dinlemediği şarkıları dinletmez düşüncesiyle çıktığım bu yolda, kendi ilgi alanımdaki tarzlara ağırlık veriyorum. Peki siz hangi tarzları çalmamı ve bunlardan bahsetmemi isterdiniz?",,,published,false,AskinAkdag,askinakdag,,10,,60aada422fccad9c2f19bcaa,📻 Something Special,something-special,0,0,0,0,1,0,2021-06-08T11:38:17Z,2021-06-08T11:38:19Z
60bf56a10c66cc46085f0309,60bf46c7b6068841a05d1105,Cumartesi gecesi yaptığım yayınlarda modu düşürmemek ve dikkati dağıtmamak adına genel olarak yüksek moddan gidiyorum. Pub atmosferi vermeye çalışıyorum. Çaldığım şarkıların modu hakkında ne düşünüyorsunuz?,,,published,false,AskinAkdag,askinakdag,,10,,60aada422fccad9c2f19bcaa,📻 Something Special,something-special,0,0,0,0,1,0,2021-06-08T11:38:09Z,2021-06-08T11:39:30Z
60bf4b263cad1b676c90140c,60bf46c7b6068841a05d1105,Cumartesi gecesi yaptığım yayınlarda modu düşürmemek ve dikkati dağıtmamak adına genel olarak yüksek moddan gidiyorum. Pub atmosferi vermeye çalışıyorum. Çaldığım şarkıların modu hakkında ne düşünüyorsunuz?,,,published,false,mezzopotamalus,mezzopotamalus,Anyone,573,,60aada422fccad9c2f19bcaa,📻 Something Special,something-special,0,0,0,0,1,0,2021-06-08T10:49:10Z,2021-06-08T10:49:10Z
60bf4895a36103306fe51616,60bf46c7b6068841a05d1105,Cumartesi gecesi yaptığım yayınlarda modu düşürmemek ve dikkati dağıtmamak adına genel olarak yüksek moddan gidiyorum. Pub atmosferi vermeye çalışıyorum. Çaldığım şarkıların modu hakkında ne düşünüyorsunuz?,,,published,false,Grevious,grevious,Müzisyen ,67,,60aada422fccad9c2f19bcaa,📻 Something Special,something-special,0,0,0,0,1,0,2021-06-08T10:38:13Z,2021-06-08T10:38:13Z
60b0d01b906283228cac6ecf,60a839ebd64591f71b0bc667,"Pencere, doğrudan baktığımız dünyaya
Kim bilir, doğruyu bulduğumuzda
Görmek, bazılarının dediği gibi inanmaktır
Bilmek, daha iyi bir manzara elde etmek için","<p>Sözlerde yerli yerine oturmayan bir şeyler var gibi.</p><p>Pencereden kasıt ""gözler"" olmalı ama bütünsel yaklaşırsak tüm duyu organlarımız bizim dış dünyaya açıldığımız pencerelerdir. </p><p>Doğruyu bulduğumuzda ""bu doğrudur"" diyebilir miyiz? Bence diyebiliriz fakat doğruyu ""hakikat"" anlamında kullanıyorsak eğer hakikat bilindiğinde ""bilme"" istencinin ya da fillinin kendisinin son bulacağını düşünüyorum. Hakikat ortaya çıktığında diğer her şey son bulur. Hakikat pencerelerden dışarı bakarak bulunamaz. Manzara sadece dikkat dağıtan öğedir; hakikat ise -tam bir rasyonalist olarak konuşacak olursam-çok daha içsel bir konudur. </p><p>Bilmenin ""daha iyi bir manzara"" elde etmek için oluyor olması bilmenin değerini bu dünyadaki duyusal fenomenlere indirger ki böylesi bir bilmeyi hayal dahi etmek istemem. Ötede bir şeyler var ve fakat bunlar fenomenal yaklaşımlarla ortaya çıkabilecek şeyler değil.</p><p>Fakat aşkın olan şeye nasıl ulaşabileceğimizle ilgili herhangi bir fikrim yok. İnsanım, insanız hepimiz! Ve sınırlarımız çoktan çizilmiş.</p>",tr,published,false,mavi,mavi,,4177,,,,,6,3,4,0,1,0,2021-05-28T11:12:27Z,2021-06-15T18:55:05Z
60b0cecdc2be2da9b317ba1f,60ad50b7ab21eb4164fcf850,Yayın saatlerinden memnun musunuz?,,,published,false,mavi,mavi,,4177,,60aada0f435e42096d722ee3,📻 BaRocka İnsanı,barocka-insanı,0,0,0,0,1,0,2021-05-28T11:06:53Z,2021-05-28T11:06:53Z
60b04dd8cc10ae4f825c6da2,60ad5061f5c6cbb928c913f1,''BaRocka İnsanı'' programında Hangi türlere ağırlık vermeliyiz?,,,published,false,Rock Tribe,rocktribeso, ,7310,,60aada0f435e42096d722ee3,📻 BaRocka İnsanı,barocka-insanı,0,0,0,0,1,0,2021-05-28T01:56:40Z,2021-05-28T01:56:40Z
60b04dbc1b841d849505e74d,60ad50b7ab21eb4164fcf850,Yayın saatlerinden memnun musunuz?,,,published,false,Rock Tribe,rocktribeso, ,7310,,60aada0f435e42096d722ee3,📻 BaRocka İnsanı,barocka-insanı,0,0,0,0,1,0,2021-05-28T01:56:12Z,2021-05-28T01:56:12Z
60ad5f86ddfc163a80376f6d,60ad5061f5c6cbb928c913f1,''BaRocka İnsanı'' programında Hangi türlere ağırlık vermeliyiz?,,,published,false,Ecem Kılınç,rarebird,Rare Bird,1184,,60aada0f435e42096d722ee3,📻 BaRocka İnsanı,barocka-insanı,0,0,0,0,1,0,2021-05-25T20:35:18Z,2021-05-25T20:35:18Z
60ad5f73508e3b9573d76760,60ad50b7ab21eb4164fcf850,Yayın saatlerinden memnun musunuz?,,,published,false,Ecem Kılınç,rarebird,Rare Bird,1184,,60aada0f435e42096d722ee3,📻 BaRocka İnsanı,barocka-insanı,0,0,0,0,1,0,2021-05-25T20:34:59Z,2021-05-25T20:34:59Z
60ad57673d46e912b6af501f,60ad5061f5c6cbb928c913f1,''BaRocka İnsanı'' programında Hangi türlere ağırlık vermeliyiz?,,,published,false,mezzopotamalus,mezzopotamalus,Anyone,573,,60aada0f435e42096d722ee3,📻 BaRocka İnsanı,barocka-insanı,0,0,0,0,1,0,2021-05-25T20:00:39Z,2021-05-25T20:00:39Z
